CDN_cutoff,CDN_adaptive,CDN_sann,CDN_voronoi,cdn_ratio_Zn_cutoff,cdn_ratio_In_cutoff,cdn_ratio_Ga_cutoff,cdn_ratio_O_cutoff,cdn_ratio_M_cutoff,cdn_ratio_Zn_adaptive,cdn_ratio_In_adaptive,cdn_ratio_Ga_adaptive,cdn_ratio_O_adaptive,cdn_ratio_M_adaptive,cdn_ratio_Zn_sann,cdn_ratio_In_sann,cdn_ratio_Ga_sann,cdn_ratio_O_sann,cdn_ratio_M_sann,cdn_ratio_Zn_voronoi,cdn_ratio_In_voronoi,cdn_ratio_Ga_voronoi,cdn_ratio_O_voronoi,cdn_ratio_M_voronoi,Density_Total,Density_O,Density_Zn,Density_In,Density_Ga,Density_M,Q4_cutoff,Q6_cutoff,Q_ratio_cutoff,Q4_avg_cutoff,Q6_avg_cutoff,Q_ratio_avg_cutoff,Disorder4_cutoff,Disorder6_cutoff,Disorder4_avg_cutoff,Disorder6_avg_cutoff,Voronoi_volume,Voronoi_volume_avg,Volume_per_atom,Volume_per_atom_avg,Centrosymmetry_cutoff,Centrosymmetry_adaptive,Centrosymmetry_sann,Centrosymmetry_voronoi,Entropy,Entropy_avg,Chemical_entropy_cutoff,Chemical_entropy_adaptive,Chemical_entropy_sann,Chemical_entropy_voronoi,void_density,Tetrahedrality_cutoff,Tetrahedrality_adaptive,Tetrahedrality_sann,Tetrahedrality_voronoi,Asphericity_cutoff,Anisotropy_cutoff,Asphericity_adaptive,Anisotropy_adaptive,Asphericity_sann,Anisotropy_sann,Asphericity_voronoi,Anisotropy_voronoi,RDF_peak_pos_Total,RDF_peak_height_Total,RDF_fwhm_Total,RDF_integral_Total,RDF_entropy_Total,RDF_peak_pos_O,RDF_peak_height_O,RDF_fwhm_O,RDF_integral_O,RDF_entropy_O,RDF_peak_pos_Zn,RDF_peak_height_Zn,RDF_fwhm_Zn,RDF_integral_Zn,RDF_entropy_Zn,RDF_peak_pos_In,RDF_peak_height_In,RDF_fwhm_In,RDF_integral_In,RDF_entropy_In,RDF_peak_pos_Ga,RDF_peak_height_Ga,RDF_fwhm_Ga,RDF_integral_Ga,RDF_entropy_Ga,RDF_peak_pos_M,RDF_peak_height_M,RDF_fwhm_M,RDF_integral_M,RDF_entropy_M,ADF_mean_cutoff,ADF_std_cutoff,ADF_below_100_count_cutoff,ADF_below_100_ratio_cutoff,ADF_entropy_cutoff,ADF_skewness_cutoff,ADF_kurtosis_cutoff,ADF_mean_adaptive,ADF_std_adaptive,ADF_below_100_count_adaptive,ADF_below_100_ratio_adaptive,ADF_entropy_adaptive,ADF_skewness_adaptive,ADF_kurtosis_adaptive,ADF_mean_sann,ADF_std_sann,ADF_below_100_count_sann,ADF_below_100_ratio_sann,ADF_entropy_sann,ADF_skewness_sann,ADF_kurtosis_sann,ADF_mean_voronoi,ADF_std_voronoi,ADF_below_100_count_voronoi,ADF_below_100_ratio_voronoi,ADF_entropy_voronoi,ADF_skewness_voronoi,ADF_kurtosis_voronoi
3,5,11,18,0.0,0.3333333333333333,0.6666666666666666,0.0,1.0,0.0,0.2,0.4,0.4,0.6,0.0,0.09090909090909091,0.2727272727272727,0.6363636363636364,0.36363636363636365,0.1111111111111111,0.05555555555555555,0.2222222222222222,0.6111111111111112,0.3888888888888889,0.12051555685494535,0.0046232760359783106,1.3798543928558338e-05,0.016974553030258743,0.09890392924477974,0.11589228081896705,0.5347879913976086,0.5592546246608551,1.0457501545599512,0.32688535679788244,0.238097424828685,0.7283820455007528,2.0768254901826855,1.459950189357439,2.0445581103220105,1.8317878722899488,17.482066019358673,14.751542310940064,0.9712258899643706,0.819530128385559,12.932552953504004,12.932552953504004,12.932552953504004,12.932552953504004,-0.23315426972774753,-0.4115406395673437,0.6365141682948128,1.0549201679861442,0.8599672810355049,1.0399095464305241,305.34849094350704,0.21017749530072147,2.4753296692316242,1.7067790859995906,2.4753296692316242,1.9485950755400951,0.33367412655466966,1.6315882004800046,0.17161818076888924,1.1387526204013234,0.05918478449311515,1.3350301395716233,0.016892508750510737,1.83,6.554211142332041,1.2600000000000002,1.7939022257998503,3.9164719140258653,2.87,5.683064771144255,3.04,1.6602643043279497,4.554820587561558,3.79,14.7991262147855,1.3600000000000003,2.3128440628861488e-38,2.953909591202968,2.2300000000000004,18.996927788330446,0.08000000000000007,1.727538684209095,3.397743089688876,1.83,23.624447402968144,0.23999999999999977,3.780899839493486,3.764504104919728,1.83,10.193701453802058,0.43999999999999995,1.9857407877727833,4.317324523934218,114.64734541503806,16.425578379389645,1,0.3333333333333333,4.5430242898120925,-0.03457359414241172,-1.4999999999999998,88.36544140050036,37.74732566552941,6,0.6,4.9478887883064795,0.41679486908410845,-0.9780833436922509,89.66497787253329,34.83688533053351,34,0.6181818181818182,4.998347819828431,0.002771059676713095,-0.904048174599644,88.74309601624,38.184260453831655,89,0.5816993464052288,5.000751112324952,-0.05818871157658046,-0.7542495034446302
3,4,12,15,0.0,1.0,0.0,0.0,1.0,0.0,0.75,0.0,0.25,0.75,0.08333333333333333,0.3333333333333333,0.0,0.5833333333333334,0.4166666666666667,0.2,0.26666666666666666,0.0,0.5333333333333333,0.4666666666666667,0.07945026704448907,0.003607010649899917,8.546400497025807e-05,0.07575702763199052,7.647576283666869e-07,0.07584325639458915,0.4877491345512252,0.6552084056963134,1.3433307396827396,0.3405012470097945,0.34552505651284193,1.0147541588971125,2.1466919418641446,1.80676177284255,1.862322590256495,1.9016897416559688,18.45992922739984,15.661540624764744,1.2306619484933228,1.0441027083176495,11.374793777898972,11.374793777898972,11.374793777898972,11.374793777898972,-0.3768076692436419,-0.4545637889990061,0.0,0.5623351446188083,0.887694275799104,1.0096137581740383,290.1181359949389,0.10568247763829468,2.2546871729888007,1.2485558960980125,2.2546871729888007,1.5668730485603282,0.2675541050619733,2.2962486469351724,0.3497681583270008,2.6275316853538566,0.12157041195531648,1.3763062459348694,0.04445305161682678,2.1100000000000003,8.047315607300126,0.08000000000000007,1.4572776319145213,3.6323467688744095,2.6900000000000004,3.484962111323769,3.1399999999999997,1.0808887503388895,4.58665919806879,3.3899999999999997,13.078637246134729,1.2000000000000002,0.7489878439696374,3.562755272768309,2.1100000000000003,43.0373410104315,0.09999999999999964,5.740229820885865,3.613602048405985,4.17,8.720501498292643,1.5199999999999996,6.467471726232827e-280,3.1442982212735764,2.1100000000000003,15.300249328970303,0.09999999999999964,1.9875530354167723,4.222366404884243,85.59157861374712,17.482016904266604,2,0.6666666666666666,4.606444342601245,-0.5036339710338372,-1.4999999999999998,70.19612386380417,19.9126669784423,5,0.8333333333333334,4.601621003688132,0.68656882500005,-1.287357570013769,80.02541030083836,39.018388978819374,43,0.6515151515151515,4.940579793273928,0.24195822428875483,-0.5811440687941944,78.03334775801805,36.3249763601807,73,0.6952380952380952,4.935293293158226,0.2880745826966355,-0.37711754958488486
3,5,11,18,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,1.0,0.2,0.2,0.2,0.4,0.6,0.18181818181818182,0.09090909090909091,0.09090909090909091,0.6363636363636364,0.36363636363636365,0.2777777777777778,0.05555555555555555,0.1111111111111111,0.5555555555555556,0.4444444444444444,0.14123480919551717,0.007302515478563398,0.04814590683014033,0.026724174234564805,0.059062212652248626,0.13393229371695375,0.4970238216505794,0.6337988600116539,1.2751880944194076,0.45547642657853016,0.40004043334234235,0.878290093622156,1.8929282065519317,2.8581573058210274,2.0444591818757427,2.5523309073951204,14.65966598772701,13.89087431986543,0.8144258882070561,0.7717152399925239,11.565458916086607,11.565458916086607,11.565458916086607,11.565458916086607,-0.29651243677897,-0.3894270341789922,1.0986122886681096,1.3321790402101223,1.0335620542068176,1.0870753771611175,297.8620134032868,0.12426460222581634,1.4698272171689153,1.3948678471233782,1.4698272171689153,1.3975017394104987,0.27246775555992253,2.503621370316587,0.2368558160425679,1.101140519719415,0.03838110530898098,1.2529152533914187,0.01871105648224536,1.85,5.629041947924724,1.2600000000000002,2.0735573598508426,3.933501822708724,2.6900000000000004,3.5422064126849193,3.2,1.87811481220491,4.660813124768657,1.93,25.966701892353857,0.05999999999999983,4.028998003263028,3.8219858574458137,2.1100000000000003,19.80196934923883,0.05999999999999961,1.9444237316965083,3.469458721712126,1.85,24.116777116043696,0.06000000000000005,1.9738251623949077,3.8468303537623147,1.87,10.01955323985394,0.2999999999999998,2.595472340102244,4.514942739227109,53.68942480491813,26.052816658615097,3,1.0,4.501743717107929,-0.4614779648508302,-1.4999999999999998,63.41143806554534,26.591088313129628,10,1.0,4.542673446368394,-1.0085367666598326,-0.3995518924090362,48.53146102459514,27.967446009087226,55,1.0,4.465539344338537,-0.13135544338770785,-1.2919928238666196,53.49927921009902,26.247615958363976,151,0.9869281045751634,4.530980625767708,-0.2880807322263676,-0.9945627624591871
3,5,12,20,0.0,0.6666666666666666,0.3333333333333333,0.0,1.0,0.0,0.4,0.2,0.4,0.6,0.0,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.3333333333333333,0.05,0.1,0.2,0.65,0.35,0.10756735747755933,0.006165964390052275,4.858024968098352e-06,0.05267343928334168,0.04872309577919729,0.10140139308750708,0.5842464265120068,0.5593785793557362,0.9574360303669577,0.2687905897204285,0.3159664077775102,1.1755114198981063,2.0027120596297423,1.7083122871759355,1.9553107399518683,1.8926588687273114,16.249089498658563,14.607686085172423,0.8124544749329281,0.7303843042586211,12.306659899884902,12.306659899884902,12.306659899884902,12.306659899884902,-0.2712225067324497,-0.3981443277008066,0.6365141682948128,1.0549201679861442,0.8675632284814612,0.9819416009240194,283.6901512873897,0.16382057239424724,2.373818543406245,1.9191891320135,2.373818543406245,1.7956786536388831,0.319076116980231,3.147397784241827,0.442876675674291,1.4463356888521268,0.034947172557066364,1.2627169518101007,0.02703355469365709,1.93,5.3758951674062425,1.6399999999999997,2.086431490901189,4.039223367557717,2.6900000000000004,3.0678252707118148,3.3000000000000007,1.884823957187625,4.593048019302692,3.87,14.357262043487982,1.3399999999999999,1.034035972437525e-68,2.777384264797459,2.0300000000000002,23.926523283837025,0.24000000000000044,3.849921951271307,3.5991716850331756,1.93,19.983626790037423,0.05999999999999983,3.0193458171832956,4.002184811855054,1.93,8.327684068298348,0.3400000000000003,2.351604856033632,4.522165561239137,109.671511356939,14.64362569138994,1,0.3333333333333333,4.433131378817286,0.3067486305303133,-1.5,95.97539840389621,38.15503327966689,5,0.5,4.913224428517972,-0.0719119771544492,-0.8184130401497676,84.53305399613808,38.07770238582767,44,0.6666666666666666,4.973592498219923,-0.14121460709582434,-0.7999660563574005,88.080134396181,37.57034956624813,114,0.6,4.995477708918775,-0.09091295224501739,-0.688961008045962
4,6,11,17,0.25,0.5,0.25,0.0,1.0,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.6666666666666666,0.0,0.18181818181818182,0.09090909090909091,0.7272727272727273,0.2727272727272727,0.058823529411764705,0.17647058823529413,0.11764705882352941,0.6470588235294118,0.35294117647058826,0.11259874645833222,0.01221559173631469,0.015611182965687555,0.03655848630040565,0.048213485455924306,0.10038315472201753,0.5511418653514691,0.3271848749756474,0.593649104785386,0.45033718543890394,0.18848380351423938,0.4185392848039871,2.1338182061699347,2.299839765185467,2.386398966908859,1.9966547297687434,14.105488878671176,13.963412509842554,0.8297346399218339,0.8213772064613267,10.616547206097646,10.616547206097646,10.616547206097646,10.616547206097646,-0.42157589362672687,-0.4817286683610625,1.0397207708399179,1.3296613488547582,0.7595473914748635,1.006214565944081,280.14975537421384,0.6259665722499314,0.6259665722499314,2.171811529091476,0.6259665722499314,1.0444716148098663,0.11434186651440614,1.2445019342149102,0.14966810904888628,1.1098227461954395,0.031173982852637394,1.8762497192046772,0.04270647069837663,1.93,5.644016272190208,1.42,2.1813564406813475,3.7851821457480472,2.51,4.051542464960942,3.34,1.9326614198858454,4.623318171064082,2.25,20.31210318712174,0.05999999999999961,1.6924444000341372,3.617794856175021,2.21,35.340369767751625,0.08000000000000007,4.151167339999981,3.6434233824616045,1.93,21.997214729485993,0.05999999999999983,1.8646873409879423,3.7260650881232986,1.93,8.130356283434839,3.4,2.51912172410581,4.274051346164323,55.80730453695582,22.320272821191697,6,1.0,4.53149118314512,-0.48679525776105925,-0.3994334846299359,56.879891703587056,28.803108411288473,14,0.9333333333333333,4.54830056081967,-0.05335888547700458,0.2139486795627752,56.23923739307474,29.086453715356583,51,0.9272727272727272,4.624643817976767,-0.1241261051102203,-0.9165430007306976,55.78189316943579,28.782978015774614,126,0.9264705882352942,4.6613767498216925,0.040856643335044886,-0.7488065034732525
3,5,13,18,0.0,0.6666666666666666,0.3333333333333333,0.0,1.0,0.0,0.4,0.2,0.4,0.6,0.0,0.15384615384615385,0.15384615384615385,0.6923076923076923,0.3076923076923077,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.6666666666666666,0.3333333333333333,0.13384113333214562,0.006399403214428693,1.1868400681038479e-05,0.05039987073582622,0.0770299909812097,0.12744173011771695,0.4549056643398472,0.6093136718273356,1.3394286323331743,0.3358530906236006,0.33012100775316067,0.9829327672411864,1.9902300008340017,2.1453758308384523,1.810813257485059,2.4156985154165396,15.824165410054263,14.890235393899289,0.8791203005585702,0.8272352996610716,12.677730607535885,12.677730607535885,12.677730607535885,12.677730607535885,-0.24256136158148578,-0.4192135229776052,0.6365141682948128,1.0549201679861442,0.8305178252872478,1.0027182645175161,254.45349096416368,0.17726297749934938,2.4293898917846573,1.6694454250373598,2.4293898917846573,1.693007186836472,0.29101387398386636,3.1566220045940887,0.40563128948701677,1.108700140741881,0.04129577881430002,0.8982190967531118,0.011518808507749223,1.77,6.49634449823472,1.5,2.056208445415636,3.9593319976229955,2.67,3.2688105233166023,3.2600000000000007,1.8736821448606173,4.652478600653403,3.83,10.85074197574616,1.0999999999999996,1.015958752550994e-28,3.330877055173361,2.09,19.73317489754779,0.17999999999999972,3.8210282414682566,3.7107283904911084,1.77,22.123246108144496,0.08000000000000007,2.9376170919084394,3.950268114775827,1.77,9.34443431310668,0.4400000000000004,2.3073153874533023,4.555546930012481,93.82294210705594,26.15455950424235,2,0.6666666666666666,4.918710343651134,0.7064789439080678,-1.500000000000001,66.12235626717458,30.60877981226208,9,0.9,4.712998204296758,0.12286081208154377,0.5981947638360632,62.261375116582045,33.42877508264149,69,0.8846153846153846,4.766995592005915,0.2451234255597191,-0.29299834390298907,50.51039831680663,33.7598695407237,144,0.9411764705882353,4.588660653223206,0.37749162950873844,-0.5754633064650725
3,5,12,18,0.0,0.6666666666666666,0.3333333333333333,0.0,1.0,0.0,0.4,0.2,0.4,0.6,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.5833333333333334,0.4166666666666667,0.2777777777777778,0.1111111111111111,0.1111111111111111,0.5,0.5,0.12952585376854056,0.006326652786143611,0.0004984729418794184,0.048211346530132496,0.07448938151038503,0.12319920098239695,0.4867176152335789,0.6046016795337437,1.2422021735202484,0.326554867885704,0.3105811029516142,0.951083978513281,1.2795470644414593,2.386825623589326,1.5818023177116585,2.2770776222963467,14.90797997411504,14.362080130377208,0.8282211096730578,0.7978933405765116,11.665433354535999,11.665433354535999,11.665433354535999,11.665433354535999,-0.2566908038147026,-0.4103718705485681,0.6365141682948128,1.0549201679861442,1.1187433359857524,1.190660675649706,273.79834410795814,0.16826146342902987,1.3483600937475315,2.0656209913541073,1.3483600937475315,1.209147158639021,0.25432838769455823,0.9939885970362203,0.05221671514565063,1.412399155470605,0.035587137029364224,3.0246387407315303,0.09147083344658347,1.79,6.186560257936962,0.98,1.9310153779752173,4.053382785138163,2.7700000000000005,4.796490336615847,2.5599999999999996,1.6964178174733695,4.663323368309643,3.1500000000000004,10.17464327676357,2.5599999999999996,1.70559130373118,3.9152302160494066,2.0700000000000003,17.307100894737918,0.21999999999999975,3.767527362219584,3.3607802463361307,1.79,24.67826364311334,0.06000000000000005,2.2011751017796,3.8235741075520204,1.79,8.982038997680498,1.92,2.5348297262675095,4.631646104239175,83.69600271779062,7.285085460020637,3,1.0,3.737678037303858,0.12101876769917687,-1.4999999999999993,76.35308689235649,28.2029416205931,9,0.9,4.838796187420352,1.0280691841168246,1.034341005738562,59.2812756794257,27.246208935002787,62,0.9393939393939394,4.659219138244378,-0.15382385522676015,-0.953445747569889,57.77440860986612,29.00253575402235,145,0.9477124183006536,4.686678235048227,0.28070814194572685,0.010139917481520655
4,6,9,17,0.0,0.5,0.5,0.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.1111111111111111,0.2222222222222222,0.6666666666666666,0.3333333333333333,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.6470588235294118,0.35294117647058826,0.131356094568154,0.014144616020544024,5.362692723776175e-05,0.024481505449458506,0.09267634617091369,0.11721147854760997,0.5682856020171381,0.3331286532769746,0.5861993548570112,0.4544295347620115,0.15310256565251495,0.3369115648099238,2.746892180999058,1.7642560906543343,2.5582824893779494,1.7981047152384189,14.063611554210762,13.693221405920816,0.8272712678947507,0.8054836121129892,10.79379346544793,10.79379346544793,10.79379346544793,10.79379346544793,-0.38990674508206685,-0.507276233249549,0.6931471805599453,1.0986122886681096,0.8486855577264172,1.0369938685184663,269.9310480147784,0.5721474290589672,0.5721474290589672,1.4529154579799006,0.5721474290589672,1.428646903789574,0.13667885083705256,1.79487964128196,0.1835469945615501,1.396212067513949,0.08996580122924358,2.5049709244118663,0.07444402173201858,1.93,7.11045636075259,0.41999999999999993,2.2335965785845064,3.8559176918187394,2.55,4.779609471356442,3.0,2.0154601004321187,4.639864692007963,3.4699999999999998,11.656025154240824,1.1799999999999997,0.7117931719819091,3.4072037889561804,2.31,34.84729921343117,0.05999999999999961,3.1975728448836493,3.6693215484429667,1.93,30.141525925425043,0.09999999999999987,3.6311259048045095,3.329723658058464,1.93,13.8644001055716,0.4599999999999995,2.6026049097949904,4.263793335164074,110.50930040894342,20.540537524936102,3,0.5,4.617803189296753,0.6790349392266399,-1.1729286981315463,101.91333146624353,35.79620950537619,8,0.5333333333333333,4.943760703378208,-0.09413979840972599,-0.9737855881799105,87.58139698294606,41.105006367263385,22,0.6111111111111112,4.945342003759206,0.21906926355691225,-0.8413483008032885,88.93483523389865,36.86516554323415,83,0.6102941176470589,4.988844154411097,0.1845451252503729,-0.7878589001665528
3,6,13,20,0.0,0.3333333333333333,0.6666666666666666,0.0,1.0,0.0,0.16666666666666666,0.3333333333333333,0.5,0.5,0.0,0.15384615384615385,0.15384615384615385,0.6923076923076923,0.3076923076923077,0.0,0.15,0.25,0.6,0.4,0.1588156440992838,0.009268134533597611,2.7750975994669005e-05,0.022584409064281878,0.1269353495254097,0.14954750956568624,0.4915351002747123,0.5698136450513674,1.159253214537286,0.35658606297205836,0.31069165451423,0.8712950021789702,1.950162142602218,1.9711483677186117,1.8740116447900916,1.9765800322755007,14.008715491742528,14.11542446714925,0.7004357745871264,0.7057712233574625,6.037588861629919,6.037588861629919,6.037588861629919,6.037588861629919,-0.2458865244035164,-0.4118083020049754,0.6365141682948128,1.0114042647073518,0.8305178252872478,0.9376369622724492,252.68360330501275,0.21308012282069833,2.406844714726055,1.9866905675051911,2.406844714726055,1.6381872059098777,0.29940705896728725,2.3935627189959594,0.2863738147436604,0.6022161224683877,0.008831717343249834,1.9815053889730452,0.0405230645948087,1.83,7.828502057232081,1.2600000000000002,2.4564803225849285,3.985437715734907,2.71,3.1852660127644317,2.84,2.196023874454647,4.494813835616181,3.59,11.478868881282594,1.5999999999999996,0.3201926478443211,3.428947715035306,2.1500000000000004,21.98157228887767,0.0600000000000005,2.644449427132444,3.6770481201463214,1.83,33.219307709296245,0.10000000000000009,5.153142733906725,3.4583242400621366,1.83,14.626131756614068,0.08000000000000007,2.9106067281371675,4.392868299572584,118.84761669423267,15.172415764205267,1,0.3333333333333333,4.465033939219346,-0.171110237130818,-1.5000000000000009,90.55990388174149,44.249298121694565,9,0.6,4.802836806104263,-0.12274980822292111,-0.6661897863007438,91.55715637311916,36.93226000671438,41,0.5256410256410257,4.981510478226993,-0.06756126155465185,-0.8480511984642725,87.8132482526136,37.067427544337285,116,0.6105263157894737,4.995240337811629,-0.03171698900490654,-0.7832459749008582
3,4,12,18,0.0,0.6666666666666666,0.3333333333333333,0.0,1.0,0.0,0.5,0.25,0.25,0.75,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.6666666666666666,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.16666666666666666,0.6111111111111112,0.3888888888888889,0.10992796201183377,0.0038019383392420914,0.00011632469616198401,0.04811286719299021,0.057896831783439476,0.10612602367259168,0.49189514803590617,0.582622125748096,1.1844437337397098,0.3828784667239945,0.22516127978134187,0.5880750665031623,2.3144988900117904,1.6446598935727572,2.030685118311684,1.8439413960529007,16.950163574243696,14.658380084502635,0.9416757541246498,0.8143544491390353,10.796462774254511,10.796462774254511,10.796462774254511,10.796462774254511,-0.3243109600281067,-0.4462454258204538,0.6365141682948128,1.0397207708399179,0.9830877585747855,1.087856558505821,289.89136065303876,0.2018432246691603,2.245480290981584,1.687993730692997,2.245480290981584,1.9297042793022139,0.31045251179381717,2.39810912742142,0.34535915903280645,0.8173276951539443,0.010038233466984958,2.368800520493491,0.05191671707383738,1.87,6.5379102799051285,1.3400000000000003,1.838927997467319,3.8181177429191573,2.81,3.1264130462686275,2.62,1.60110423672067,4.562946001875924,3.33,12.557339724324972,1.3399999999999999,0.7714426878955022,3.5576752287728812,2.13,31.146373072842984,0.10000000000000053,3.7781374342348886,3.253698535693613,1.87,24.028143034156265,0.06000000000000005,1.9566425881636655,3.615903649258005,1.87,9.631845184877582,0.33999999999999986,2.151058758816365,4.296986193964358,119.68184878914367,14.459972185311873,0,0.0,4.4182216005465405,0.10561277299489179,-1.4999999999999993,103.76402116329315,39.40006279613976,2,0.3333333333333333,4.833947373267661,-0.28243144488263205,-1.2744781901665354,79.80707341847855,35.60547866663691,42,0.6363636363636364,4.912382048782829,-0.2519086792660683,-0.7824496955588067,73.89051442795322,35.97732196250333,111,0.7254901960784313,4.904426724875433,-0.055147472008172625,-0.7619163675498726
